InvoiceLineID,CustomerCode,TransactionID,Description,Year,Month,Day,PackageTypeID,Quantity,Sales,TotalDryItems,TotalChillerItems
127451,923,18697,"""The Gu"" red shirt XML tag t-shirt (White) 6XL",2020,1,5,7,12,216,5,0
127452,923,18697,"""The Gu"" red shirt XML tag t-shirt (White) S",2020,1,5,7,60,1080,5,0
127453,923,18697,USB food flash drive - cookie,2020,1,5,7,7,224,5,0
127454,801,12093,Developer joke mug - that's a hardware problem (Black),2020,1,5,7,10,130,2,0
127455,801,12093,Superhero action jacket (Blue) S,2020,1,5,7,2,50,2,0
127456,910,12625,DBA joke mug - daaaaaa-ta (White),2020,1,5,7,2,26,4,0
127457,910,12625,"Developer joke mug - (hip, hip, array) (White)",2020,1,5,7,9,117,4,0
127458,910,12625,Superhero action jacket (Blue) 4XL,2020,1,5,7,8,272,4,0
127459,910,12625,DBA joke mug - it depends (White),2020,1,5,7,4,52,4,0
127460,948,12101,20 mm Double sided bubble wrap 20m,2020,1,5,7,40,1320,4,0
127461,948,12101,Black and orange this way up despatch tape 48mmx75m,2020,1,5,7,96,384,4,0
127462,948,12101,DBA joke mug - SELECT caffeine FROM mug (Black),2020,1,5,7,7,91,4,0
127463,948,12101,Developer joke mug - old C developers never die (White),2020,1,5,7,1,13,4,0
127464,510,15690,20 mm Double sided bubble wrap 50m,2020,1,5,7,100,10800,5,0
127465,510,15690,Developer joke mug - this code was generated by a tool (Black),2020,1,5,7,7,91,5,0
127466,510,15690,"""The Gu"" red shirt XML tag t-shirt (Black) M",2020,1,5,7,24,432,5,0
127467,510,15690,Red and white urgent despatch tape 48mmx75m,2020,1,5,7,48,192,5,0
127468,510,15690,Pack of 12 action figures (female),2020,1,5,9,4,64,5,0
127469,947,11762,20 mm Double sided bubble wrap 20m,2020,1,5,7,10,330,2,0
127470,947,11762,"""The Gu"" red shirt XML tag t-shirt (Black) XS",2020,1,5,7,48,864,2,0
127471,953,10562,USB food flash drive - chocolate bar,2020,1,5,7,9,288,5,0
127472,953,10562,Plush shark slippers (Gray) S,2020,1,5,7,4,128,5,0
127473,953,10562,Air cushion film 200mmx200mm 325m,2020,1,5,7,6,540,5,0
127474,953,10562,USB food flash drive - hot dog,2020,1,5,7,6,192,5,0
127475,953,10562,Ride on toy sedan car (Green) 1/12 scale,2020,1,5,7,4,920,5,0
127476,843,13599,Tape dispenser (Blue),2020,1,5,7,30,960,5,0
127477,843,13599,"""The Gu"" red shirt XML tag t-shirt (White) XXL",2020,1,5,7,12,216,5,0
127478,843,13599,Shipping carton (Brown) 356x229x229mm,2020,1,5,7,75,75,5,0
127479,843,13599,Void fill 100 L bag (White) 100L,2020,1,5,7,20,260,5,0
127480,843,13599,"""The Gu"" red shirt XML tag t-shirt (White) 6XL",2020,1,5,7,48,864,5,0
127481,867,16484,USB missile launcher (Green),2020,1,5,7,2,50,2,0
127482,867,16484,"""The Gu"" red shirt XML tag t-shirt (White) 6XL",2020,1,5,7,108,1944,2,0
127483,424,10576,USB food flash drive - banana,2020,1,5,7,5,160,3,0
127484,424,10576,20 mm Anti static bubble wrap (Blue) 10m,2020,1,5,7,80,2320,3,0
127485,424,10576,Furry gorilla with big eyes slippers (Black) XL,2020,1,5,7,3,96,3,0
127486,938,12879,USB food flash drive - shrimp cocktail,2020,1,5,7,4,128,2,0
127487,938,12879,Dinosaur battery-powered slippers (Green) L,2020,1,5,7,10,320,2,0
127488,954,17659,Pack of 12 action figures (male),2020,1,5,9,10,160,4,0
127489,954,17659,"""The Gu"" red shirt XML tag t-shirt (Black) 6XL",2020,1,5,7,48,864,4,0
127490,954,17659,USB food flash drive - cookie,2020,1,5,7,5,160,4,0
127491,954,17659,Black and yellow heavy despatch tape 48mmx100m,2020,1,5,7,48,192,4,0
127492,107,12257,Halloween skull mask (Gray) L,2020,1,5,7,96,1728,4,0
127493,107,12257,Bubblewrap dispenser (Black) 1.5m,2020,1,5,7,10,2400,4,0
127494,107,12257,IT joke mug - hardware: part of the computer that can be kicked (Black),2020,1,5,7,5,65,4,0
127495,107,12257,RC toy sedan car with remote control (Blue) 1/50 scale,2020,1,5,7,9,225,4,0
127496,65,16697,DBA joke mug - you might be a DBA if (White),2020,1,5,7,5,65,2,0
127497,65,16697,"""The Gu"" red shirt XML tag t-shirt (Black) M",2020,1,5,7,120,2160,2,0
127498,826,14728,USB rocket launcher (Gray),2020,1,5,7,3,75,5,0
127499,826,14728,"""The Gu"" red shirt XML tag t-shirt (Black) 7XL",2020,1,5,7,72,1296,5,0
127500,826,14728,Tape dispenser (Black),2020,1,5,7,60,1920,5,0
127501,826,14728,Dinosaur battery-powered slippers (Green) L,2020,1,5,7,5,160,5,0
127502,826,14728,DBA joke mug - I will get you in order (Black),2020,1,5,7,1,13,5,0
127503,484,16567,Pack of 12 action figures (female),2020,1,5,9,1,16,4,0
127504,484,16567,"""The Gu"" red shirt XML tag t-shirt (Black) L",2020,1,5,7,60,1080,4,0
127505,484,16567,32 mm Double sided bubble wrap 10m,2020,1,5,7,100,2200,4,0
127506,484,16567,RC big wheel monster truck with remote control (Black) 1/50 scale,2020,1,5,7,10,450,4,0
127507,832,15321,Black and yellow heavy despatch tape  48mmx75m,2020,1,5,7,168,672,2,0
127508,832,15321,Halloween zombie mask (Light Brown) S,2020,1,5,7,72,1296,2,0
127509,928,19408,Superhero action jacket (Blue) 5XL,2020,1,5,7,5,170,2,0
127510,928,19408,32 mm Anti static bubble wrap (Blue) 50m,2020,1,5,7,80,8400,2,0
127511,86,12273,IT joke mug - hardware: part of the computer that can be kicked (White),2020,1,5,7,6,78,4,0
127512,86,12273,Superhero action jacket (Blue) 3XL,2020,1,5,7,9,306,4,0
127513,86,12273,Halloween zombie mask (Light Brown) XL,2020,1,5,7,84,1512,4,0
127514,86,12273,Dinosaur battery-powered slippers (Green) L,2020,1,5,7,4,128,4,0
127515,854,16915,"""The Gu"" red shirt XML tag t-shirt (White) 3XS",2020,1,5,7,36,648,5,0
127516,854,16915,RC toy sedan car with remote control (Black) 1/50 scale,2020,1,5,7,5,125,5,0
127517,854,16915,Superhero action jacket (Blue) XXS,2020,1,5,7,8,200,5,0
127518,854,16915,32 mm Double sided bubble wrap 20m,2020,1,5,7,80,2960,5,0
127519,854,16915,DBA joke mug - mind if I join you? (Black),2020,1,5,7,8,104,5,0
127520,988,12998,Furry animal socks (Pink) XL,2020,1,5,10,36,180,2,0
127521,988,12998,10 mm Double sided bubble wrap 20m,2020,1,5,7,40,1200,2,0
127522,978,11069,Animal with big feet slippers (Brown) XL,2020,1,5,7,10,320,3,0
127523,978,11069,Clear packaging tape 48mmx75m,2020,1,5,7,52,156,3,0
127524,978,11069,DBA joke mug - I will get you in order (White),2020,1,5,7,6,78,3,0
127525,1001,11398,Halloween zombie mask (Light Brown) XL,2020,1,5,7,84,1512,4,0
127526,1001,11398,Superhero action jacket (Blue) 3XS,2020,1,5,7,6,150,4,0
127527,1001,11398,IT joke mug - keyboard not found … press F1 to continue (White),2020,1,5,7,5,65,4,0
127528,1001,11398,Developer joke mug - when your hammer is C++ (White),2020,1,5,7,3,39,4,0
127529,830,12142,Halloween zombie mask (Light Brown) S,2020,1,5,7,24,432,3,0
127530,830,12142,Tape dispenser (Black),2020,1,5,7,100,3200,3,0
127531,830,12142,Developer joke mug - old C developers never die (Black),2020,1,5,7,1,13,3,0
127532,152,13501,"""The Gu"" red shirt XML tag t-shirt (Black) XS",2020,1,5,7,48,864,2,0
127533,152,13501,"""The Gu"" red shirt XML tag t-shirt (White) 4XL",2020,1,5,7,108,1944,2,0
127534,427,11771,Red and white urgent despatch tape 48mmx75m,2020,1,5,7,192,768,2,0
127535,427,11771,"""The Gu"" red shirt XML tag t-shirt (White) XXL",2020,1,5,7,60,1080,2,0
127536,1,12205,RC toy sedan car with remote control (Pink) 1/50 scale,2020,1,5,7,4,100,3,0
127537,1,12205,Superhero action jacket (Blue) XXS,2020,1,5,7,5,125,3,0
127538,1,12205,Void fill 400 L bag (White) 400L,2020,1,5,7,40,2000,3,0
127539,67,10106,20 mm Double sided bubble wrap 20m,2020,1,5,7,80,2640,2,0
127540,67,10106,USB food flash drive - pizza slice,2020,1,5,7,3,96,2,0
127541,818,10587,Ogre battery-powered slippers (Green) L,2020,1,5,7,9,288,3,0
127542,818,10587,"""The Gu"" red shirt XML tag t-shirt (White) XXL",2020,1,5,7,24,432,3,0
127543,818,10587,Furry animal socks (Pink) XL,2020,1,5,10,12,60,3,0
127544,110,11905,Animal with big feet slippers (Brown) S,2020,1,5,7,7,224,4,0
127545,110,11905,Developer joke mug - Oct 31 = Dec 25 (Black),2020,1,5,7,8,104,4,0
127546,110,11905,Shipping carton (Brown) 457x457x457mm,2020,1,5,7,25,50,4,0
127547,110,11905,USB missile launcher (Green),2020,1,5,7,9,225,4,0
127548,52,15774,Shipping carton (Brown) 356x229x229mm,2020,1,5,7,125,125,2,0
127549,52,15774,Halloween skull mask (Gray) M,2020,1,5,7,120,2160,2,0
127550,578,10708,Clear packaging tape 48mmx100m,2020,1,5,7,200,800,2,0
127551,578,10708,RC toy sedan car with remote control (Red) 1/50 scale,2020,1,5,7,6,150,2,0
127552,584,18638,Ogre battery-powered slippers (Green) S,2020,1,5,7,7,224,3,0
127553,584,18638,"Developer joke mug - (hip, hip, array) (White)",2020,1,5,7,3,39,3,0
127554,584,18638,Halloween zombie mask (Light Brown) M,2020,1,5,7,84,1512,3,0
127555,529,11366,"""The Gu"" red shirt XML tag t-shirt (Black) M",2020,1,5,7,84,1512,4,0
127556,529,11366,Superhero action jacket (Blue) 3XL,2020,1,5,7,5,170,4,0
127557,529,11366,Ride on toy sedan car (Blue) 1/12 scale,2020,1,5,7,5,1150,4,0
127558,529,11366,Black and orange handle with care despatch tape  48mmx75m,2020,1,5,7,216,864,4,0
127559,192,18152,Void fill 100 L bag (White) 100L,2020,1,5,7,30,390,3,0
127560,192,18152,"""The Gu"" red shirt XML tag t-shirt (Black) 7XL",2020,1,5,7,96,1728,3,0
127561,192,18152,Pack of 12 action figures (female),2020,1,5,9,4,64,3,0
127562,9,13418,Pack of 12 action figures (variety),2020,1,5,9,6,96,2,0
127563,9,13418,"""The Gu"" red shirt XML tag t-shirt (White) 6XL",2020,1,5,7,36,648,2,0
127564,441,16646,Small 9mm replacement blades 9mm,2020,1,5,7,70,280,4,0
127565,441,16646,RC big wheel monster truck with remote control (Black) 1/50 scale,2020,1,5,7,1,45,4,0
127566,441,16646,"Developer joke mug - (hip, hip, array) (White)",2020,1,5,7,8,104,4,0
127567,441,16646,Bubblewrap dispenser (Red) 1.5m,2020,1,5,7,6,1440,4,0
127568,504,18337,Void fill 200 L bag (White) 200L,2020,1,5,7,70,1750,5,0
127569,504,18337,"""The Gu"" red shirt XML tag t-shirt (Black) 6XL",2020,1,5,7,48,864,5,0
127570,504,18337,Red and white urgent despatch tape 48mmx75m,2020,1,5,7,120,480,5,0
127571,504,18337,Bubblewrap dispenser (Black) 1.5m,2020,1,5,7,3,720,5,0
127572,504,18337,USB food flash drive - chocolate bar,2020,1,5,7,8,256,5,0
127573,443,17346,Black and orange glass with care despatch tape 48mmx75m,2020,1,5,7,24,96,2,0
127574,443,17346,Pack of 12 action figures (variety),2020,1,5,9,1,16,2,0
127575,64,16750,IT joke mug - keyboard not found … press F1 to continue (Black),2020,1,5,7,5,65,4,0
127576,64,16750,Void fill 300 L bag (White) 300L,2020,1,5,7,60,2280,4,0
127577,64,16750,"""The Gu"" red shirt XML tag t-shirt (Black) 3XL",2020,1,5,7,60,1080,4,0
127578,64,16750,Shipping carton (Brown) 457x457x457mm,2020,1,5,7,150,300,4,0
127579,551,12187,RC toy sedan car with remote control (Black) 1/50 scale,2020,1,5,7,6,150,5,0
127580,551,12187,Ride on toy sedan car (Blue) 1/12 scale,2020,1,5,7,5,1150,5,0
127581,551,12187,DBA joke mug - you might be a DBA if (Black),2020,1,5,7,4,52,5,0
127582,551,12187,Air cushion film 200mmx100mm 325m,2020,1,5,7,9,783,5,0
127583,551,12187,Ride on big wheel monster truck (Black) 1/12 scale,2020,1,5,7,10,3450,5,0
127584,468,14493,"""The Gu"" red shirt XML tag t-shirt (Black) 3XL",2020,1,5,7,96,1728,3,0
127585,468,14493,DBA joke mug - two types of DBAs (Black),2020,1,5,7,6,78,3,0
127586,468,14493,Permanent marker black 5mm nib (Black) 5mm,2020,1,5,7,48,144,3,0
127587,443,11753,Ride on vintage American toy coupe (Black) 1/12 scale,2020,1,5,7,9,2565,4,0
127588,443,11753,Permanent marker blue 5mm nib (Blue) 5mm,2020,1,5,7,12,36,4,0
127589,443,11753,RC toy sedan car with remote control (Blue) 1/50 scale,2020,1,5,7,6,150,4,0
127590,443,11753,DBA joke mug - SELECT caffeine FROM mug (White),2020,1,5,7,4,52,4,0
127591,859,15370,Permanent marker red 5mm nib (Red) 5mm,2020,1,5,7,84,252,3,0
127592,859,15370,Developer joke mug - Oct 31 = Dec 25 (Black),2020,1,5,7,2,26,3,0
127593,859,15370,Developer joke mug - inheritance is the OO way to become wealthy (Black),2020,1,5,7,10,130,3,0
127594,139,16093,Developer joke mug - this code was generated by a tool (Black),2020,1,5,7,5,65,4,0
127595,139,16093,20 mm Double sided bubble wrap 50m,2020,1,5,7,80,8640,4,0
127596,139,16093,Furry animal socks (Pink) L,2020,1,5,10,24,120,4,0
127597,139,16093,Halloween skull mask (Gray) L,2020,1,5,7,48,864,4,0
127598,416,13444,"""The Gu"" red shirt XML tag t-shirt (Black) XXL",2020,1,5,7,72,1296,3,0
127599,416,13444,Ogre battery-powered slippers (Green) S,2020,1,5,7,2,64,3,0
127600,416,13444,Tape dispenser (Blue),2020,1,5,7,60,1920,3,0
127601,887,15320,USB food flash drive - banana,2020,1,5,7,2,64,5,0
127602,887,15320,Developer joke mug - a foo walks into a bar (Black),2020,1,5,7,5,65,5,0
127603,887,15320,Shipping carton (Brown) 356x356x279mm,2020,1,5,7,150,300,5,0
127604,887,15320,"""The Gu"" red shirt XML tag t-shirt (White) XL",2020,1,5,7,120,2160,5,0
127605,887,15320,"""The Gu"" red shirt XML tag t-shirt (Black) 6XL",2020,1,5,7,12,216,5,0
127606,856,17324,Furry gorilla with big eyes slippers (Black) XL,2020,1,5,7,4,128,2,0
127607,856,17324,DBA joke mug - I will get you in order (White),2020,1,5,7,8,104,2,0
127608,555,17980,RC toy sedan car with remote control (Blue) 1/50 scale,2020,1,5,7,8,200,3,0
127609,555,17980,USB food flash drive - cookie,2020,1,5,7,2,64,3,0
127610,555,17980,Developer joke mug - old C developers never die (Black),2020,1,5,7,2,26,3,0
127611,201,14891,Black and yellow heavy despatch tape  48mmx75m,2020,1,5,7,144,576,5,0
127612,201,14891,Halloween zombie mask (Light Brown) L,2020,1,5,7,48,864,5,0
127613,201,14891,20 mm Anti static bubble wrap (Blue) 20m,2020,1,5,7,100,4500,5,0
127614,201,14891,Void fill 100 L bag (White) 100L,2020,1,5,7,80,1040,5,0
127615,201,14891,Black and orange this way up despatch tape 48mmx75m,2020,1,5,7,192,768,5,0
127616,947,10451,USB food flash drive - cookie,2020,1,5,7,9,288,2,0
127617,947,10451,DBA joke mug - you might be a DBA if (White),2020,1,5,7,6,78,2,0
127618,130,17564,Ride on toy sedan car (Yellow) 1/12 scale,2020,1,5,7,1,230,2,0
127619,130,17564,Shipping carton (Brown) 229x229x229mm,2020,1,5,7,225,225,2,0
127620,51,10750,10 mm Anti static bubble wrap (Blue) 50m,2020,1,5,7,20,1980,3,0
127621,51,10750,"""The Gu"" red shirt XML tag t-shirt (Black) 3XS",2020,1,5,7,72,1296,3,0
127622,51,10750,"""The Gu"" red shirt XML tag t-shirt (Black) L",2020,1,5,7,60,1080,3,0
127623,148,18342,Furry animal socks (Pink) M,2020,1,5,10,120,600,4,0
127624,148,18342,"""The Gu"" red shirt XML tag t-shirt (White) XL",2020,1,5,7,12,216,4,0
127625,148,18342,Black and yellow heavy despatch tape 48mmx100m,2020,1,5,7,216,864,4,0
127626,148,18342,20 mm Anti static bubble wrap (Blue) 10m,2020,1,5,7,10,290,4,0
127627,555,12608,Alien officer hoodie (Black) 5XL,2020,1,5,7,7,245,4,0
127628,555,12608,Developer joke mug - understanding recursion requires understanding recursion (Black),2020,1,5,7,3,39,4,0
127629,555,12608,"""The Gu"" red shirt XML tag t-shirt (Black) 5XL",2020,1,5,7,108,1944,4,0
127630,555,12608,Developer joke mug - Oct 31 = Dec 25 (Black),2020,1,5,7,8,104,4,0
127631,545,19728,Express post box 5kg (White) 350x280x130mm,2020,1,5,7,225,225,2,0
127632,545,19728,"""The Gu"" red shirt XML tag t-shirt (White) 3XS",2020,1,5,7,48,864,2,0
127633,954,12276,Furry gorilla with big eyes slippers (Black) S,2020,1,5,7,1,32,4,0
127634,954,12276,DBA joke mug - I will get you in order (White),2020,1,5,7,2,26,4,0
127635,954,12276,Large sized bubblewrap roll 50m,2020,1,5,7,10,240,4,0
127636,954,12276,Ogre battery-powered slippers (Green) S,2020,1,5,7,5,160,4,0
127637,543,17668,Dinosaur battery-powered slippers (Green) L,2020,1,5,7,4,128,4,0
127638,543,17668,RC toy sedan car with remote control (Black) 1/50 scale,2020,1,5,7,4,100,4,0
127639,543,17668,DBA joke mug - two types of DBAs (Black),2020,1,5,7,7,91,4,0
127640,543,17668,Developer joke mug - this code was generated by a tool (White),2020,1,5,7,10,130,4,0
127641,439,13013,"""The Gu"" red shirt XML tag t-shirt (Black) XS",2020,1,5,7,120,2160,4,0
127642,439,13013,Black and yellow heavy despatch tape 48mmx100m,2020,1,5,7,168,672,4,0
127643,439,13013,Halloween skull mask (Gray) L,2020,1,5,7,60,1080,4,0
127644,439,13013,Shipping carton (Brown) 457x279x279mm,2020,1,5,7,150,150,4,0
127645,925,14320,DBA joke mug - two types of DBAs (White),2020,1,5,7,7,91,3,0
127646,925,14320,20 mm Double sided bubble wrap 10m,2020,1,5,7,90,1620,3,0
127647,925,14320,Dinosaur battery-powered slippers (Green) L,2020,1,5,7,7,224,3,0
127648,491,10412,Furry animal socks (Pink) M,2020,1,5,10,24,120,4,0
127649,491,10412,Developer joke mug - inheritance is the OO way to become wealthy (Black),2020,1,5,7,3,39,4,0
127650,491,10412,Animal with big feet slippers (Brown) L,2020,1,5,7,1,32,4,0
127651,491,10412,Packing knife with metal insert blade (Yellow) 18mm,2020,1,5,7,35,70,4,0
127652,19,16052,Developer joke mug - a foo walks into a bar (Black),2020,1,5,7,1,13,5,0
127653,19,16052,DBA joke mug - two types of DBAs (White),2020,1,5,7,5,65,5,0
127654,19,16052,Animal with big feet slippers (Brown) M,2020,1,5,7,2,64,5,0
127655,19,16052,RC toy sedan car with remote control (Red) 1/50 scale,2020,1,5,7,6,150,5,0
127656,19,16052,Developer joke mug - inheritance is the OO way to become wealthy (Black),2020,1,5,7,4,52,5,0
127657,443,17305,Alien officer hoodie (Black) XXL,2020,1,5,7,3,105,4,0
127658,443,17305,Permanent marker blue 5mm nib (Blue) 5mm,2020,1,5,7,84,252,4,0
127659,443,17305,Alien officer hoodie (Black) XL,2020,1,5,7,3,105,4,0
127660,443,17305,Clear packaging tape 48mmx75m,2020,1,5,7,26,78,4,0
127661,874,14608,Black and orange glass with care despatch tape  48mmx100m,2020,1,5,7,168,672,2,0
127662,874,14608,Dinosaur battery-powered slippers (Green) XL,2020,1,5,7,5,160,2,0
127663,61,15793,Void fill 100 L bag (White) 100L,2020,1,5,7,10,130,4,0
127664,61,15793,Large  replacement blades 18mm,2020,1,5,7,60,240,4,0
127665,61,15793,Packing knife with metal insert blade (Yellow) 9mm,2020,1,5,7,10,20,4,0
127666,61,15793,"Developer joke mug - (hip, hip, array) (White)",2020,1,5,7,7,91,4,0
127667,914,14747,Furry animal socks (Pink) M,2020,1,5,10,120,600,2,0
127668,914,14747,Ride on vintage American toy coupe (Red) 1/12 scale,2020,1,5,7,1,285,2,0
127669,106,14249,Ride on toy sedan car (Green) 1/12 scale,2020,1,5,7,2,460,4,0
127670,106,14249,USB food flash drive - dessert 10 drive variety pack,2020,1,5,9,4,960,4,0
127671,106,14249,"""The Gu"" red shirt XML tag t-shirt (White) XL",2020,1,5,7,72,1296,4,0
127672,106,14249,Air cushion machine (Blue),2020,1,5,7,5,9495,4,0
127673,438,12660,Red and white urgent  heavy despatch tape  48mmx100m,2020,1,5,7,24,96,2,0
127674,438,12660,DBA joke mug - two types of DBAs (White),2020,1,5,7,1,13,2,0
127675,149,15321,Developer joke mug - inheritance is the OO way to become wealthy (White),2020,1,5,7,2,26,5,0
127676,149,15321,Large sized bubblewrap roll 50m,2020,1,5,7,20,480,5,0
127677,149,15321,Superhero action jacket (Blue) S,2020,1,5,7,1,25,5,0
127678,149,15321,Halloween skull mask (Gray) M,2020,1,5,7,12,216,5,0
127679,149,15321,Furry gorilla with big eyes slippers (Black) M,2020,1,5,7,2,64,5,0
127680,926,18824,Developer joke mug - inheritance is the OO way to become wealthy (White),2020,1,5,7,3,39,4,0
127681,926,18824,USB missile launcher (Green),2020,1,5,7,5,125,4,0
127682,926,18824,Halloween skull mask (Gray) S,2020,1,5,7,60,1080,4,0
127683,926,18824,Ride on toy sedan car (Blue) 1/12 scale,2020,1,5,7,2,460,4,0
127684,521,11848,RC toy sedan car with remote control (Black) 1/50 scale,2020,1,5,7,6,150,3,0
127685,521,11848,Plush shark slippers (Gray) XL,2020,1,5,7,3,96,3,0
127686,521,11848,"""The Gu"" red shirt XML tag t-shirt (Black) 6XL",2020,1,5,7,120,2160,3,0
127687,876,18656,DBA joke mug - mind if I join you? (Black),2020,1,5,7,3,39,2,0
127688,876,18656,Developer joke mug - inheritance is the OO way to become wealthy (White),2020,1,5,7,9,117,2,0
127689,1021,19733,DBA joke mug - two types of DBAs (White),2020,1,5,7,5,65,5,0
127690,1021,19733,20 mm Anti static bubble wrap (Blue) 10m,2020,1,5,7,70,2030,5,0
127691,1021,19733,Furry animal socks (Pink) M,2020,1,5,10,12,60,5,0
127692,1021,19733,Developer joke mug - old C developers never die (White),2020,1,5,7,1,13,5,0
127693,1021,19733,Developer joke mug - inheritance is the OO way to become wealthy (Black),2020,1,5,7,1,13,5,0
127694,845,18675,Dinosaur battery-powered slippers (Green) L,2020,1,5,7,6,192,5,0
127695,845,18675,Halloween zombie mask (Light Brown) L,2020,1,5,7,12,216,5,0
127696,845,18675,Shipping carton (Brown) 457x457x457mm,2020,1,5,7,100,200,5,0
127697,845,18675,Furry gorilla with big eyes slippers (Black) L,2020,1,5,7,7,224,5,0
127698,845,18675,DBA joke mug - daaaaaa-ta (White),2020,1,5,7,10,130,5,0
127699,570,11282,Furry animal socks (Pink) S,2020,1,5,10,96,480,2,0
127700,570,11282,RC big wheel monster truck with remote control (Black) 1/50 scale,2020,1,5,7,9,405,2,0
127701,974,17373,10 mm Double sided bubble wrap 10m,2020,1,5,7,10,150,5,0
127702,974,17373,Developer joke mug - a foo walks into a bar (Black),2020,1,5,7,2,26,5,0
127703,974,17373,Developer joke mug - inheritance is the OO way to become wealthy (Black),2020,1,5,7,8,104,5,0
127704,974,17373,Dinosaur battery-powered slippers (Green) L,2020,1,5,7,2,64,5,0
127705,974,17373,Dinosaur battery-powered slippers (Green) S,2020,1,5,7,10,320,5,0
127706,485,19937,Bubblewrap dispenser (Blue) 1.5m,2020,1,5,7,4,960,4,0
127707,485,19937,Developer joke mug - inheritance is the OO way to become wealthy (Black),2020,1,5,7,7,91,4,0
127708,485,19937,Air cushion film 200mmx200mm 325m,2020,1,5,7,4,360,4,0
127709,485,19937,DBA joke mug - two types of DBAs (Black),2020,1,5,7,8,104,4,0
127710,51,15693,Ogre battery-powered slippers (Green) XL,2020,1,5,7,1,32,3,0
127711,51,15693,Superhero action jacket (Blue) XXS,2020,1,5,7,4,100,3,0
127712,51,15693,RC toy sedan car with remote control (Black) 1/50 scale,2020,1,5,7,4,100,3,0
127713,1032,11085,USB food flash drive - cookie,2020,1,5,7,7,224,3,0
127714,1032,11085,RC vintage American toy coupe with remote control (Red) 1/50 scale,2020,1,5,7,9,270,3,0
127715,1032,11085,Developer joke mug - when your hammer is C++ (White),2020,1,5,7,4,52,3,0
127716,878,12283,Small sized bubblewrap roll 10m,2020,1,5,7,10,50,5,0
127717,878,12283,"""The Gu"" red shirt XML tag t-shirt (White) 6XL",2020,1,5,7,72,1296,5,0
127718,878,12283,Shipping carton (Brown) 480x270x320mm,2020,1,5,7,200,600,5,0
127719,878,12283,Alien officer hoodie (Black) 3XL,2020,1,5,7,9,315,5,0
127720,878,12283,Shipping carton (Brown) 500x310x310mm,2020,1,5,7,75,225,5,0
127721,1020,18939,32 mm Double sided bubble wrap 10m,2020,1,5,7,60,1320,2,0
127722,1020,18939,"Developer joke mug - (hip, hip, array) (White)",2020,1,5,7,10,130,2,0
127723,138,11035,RC toy sedan car with remote control (Green) 1/50 scale,2020,1,5,7,8,200,4,0
127724,138,11035,Furry gorilla with big eyes slippers (Black) S,2020,1,5,7,6,192,4,0
127725,138,11035,Clear packaging tape 48mmx75m,2020,1,5,7,52,156,4,0
127726,138,11035,DBA joke mug - mind if I join you? (White),2020,1,5,7,9,117,4,0
127727,403,13241,Halloween skull mask (Gray) M,2020,1,5,7,108,1944,4,0
127728,403,13241,Halloween zombie mask (Light Brown) M,2020,1,5,7,36,648,4,0
127729,403,13241,20 mm Double sided bubble wrap 50m,2020,1,5,7,90,9720,4,0
127730,403,13241,Packing knife with metal insert blade (Yellow) 9mm,2020,1,5,7,10,20,4,0
127731,93,11975,RC toy sedan car with remote control (Pink) 1/50 scale,2020,1,5,7,7,175,5,0
127732,93,11975,Animal with big feet slippers (Brown) S,2020,1,5,7,5,160,5,0
127733,93,11975,RC vintage American toy coupe with remote control (Black) 1/50 scale,2020,1,5,7,6,180,5,0
127734,93,11975,Small sized bubblewrap roll 10m,2020,1,5,7,50,250,5,0
127735,93,11975,Medium sized bubblewrap roll 20m,2020,1,5,7,20,400,5,0
127736,476,19868,Void fill 200 L bag (White) 200L,2020,1,5,7,90,2250,3,0
127737,476,19868,Superhero action jacket (Blue) 5XL,2020,1,5,7,4,136,3,0
127738,476,19868,Pack of 12 action figures (variety),2020,1,5,9,2,32,3,0
127739,86,10134,Air cushion film 200mmx100mm 325m,2020,1,5,7,5,435,4,0
127740,86,10134,"""The Gu"" red shirt XML tag t-shirt (Black) 5XL",2020,1,5,7,12,216,4,0
127741,86,10134,32 mm Anti static bubble wrap (Blue) 50m,2020,1,5,7,10,1050,4,0
127742,86,10134,"""The Gu"" red shirt XML tag t-shirt (Black) S",2020,1,5,7,120,2160,4,0
127743,16,10431,10 mm Anti static bubble wrap (Blue) 10m,2020,1,5,7,60,1560,3,0
127744,16,10431,RC vintage American toy coupe with remote control (Black) 1/50 scale,2020,1,5,7,1,30,3,0
127745,16,10431,20 mm Anti static bubble wrap (Blue) 10m,2020,1,5,7,80,2320,3,0
127746,857,12525,Furry gorilla with big eyes slippers (Black) S,2020,1,5,7,8,256,2,0
127747,857,12525,RC toy sedan car with remote control (Green) 1/50 scale,2020,1,5,7,2,50,2,0
127748,417,17126,Bubblewrap dispenser (Blue) 1.5m,2020,1,5,7,5,1200,4,0
127749,417,17126,"""The Gu"" red shirt XML tag t-shirt (White) 6XL",2020,1,5,7,24,432,4,0
127750,417,17126,Halloween skull mask (Gray) S,2020,1,5,7,84,1512,4,0
127751,417,17126,RC vintage American toy coupe with remote control (Black) 1/50 scale,2020,1,5,7,1,30,4,0
127752,86,11486,USB food flash drive - cookie,2020,1,5,7,1,32,5,0
127753,86,11486,Furry gorilla with big eyes slippers (Black) S,2020,1,5,7,7,224,5,0
127754,86,11486,Shipping carton (Brown) 457x457x457mm,2020,1,5,7,25,50,5,0
127755,86,11486,Pack of 12 action figures (male),2020,1,5,9,1,16,5,0
